SMILES,LC50,Structure
CCCCCCCCCS,0.05,<rdkit.Chem.rdchem.Mol object at 0x315aa9230>
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,6.72,<rdkit.Chem.rdchem.Mol object at 0x315aa92a0>
CC1COC(Cn2cncn2)(O1)c3ccc(Oc4ccc(Cl)cc4)cc3Cl,0.000298,<rdkit.Chem.rdchem.Mol object at 0x315aa9310>
Cn1cnc2N(C)C(=O)N(C)C(=O)c12,177.49,<rdkit.Chem.rdchem.Mol object at 0x315aa9380>
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCNCC3,187.48,<rdkit.Chem.rdchem.Mol object at 0x315aa93f0>
Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,234.18,<rdkit.Chem.rdchem.Mol object at 0x315aa9460>
CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(O)=O,2.31400239257812,<rdkit.Chem.rdchem.Mol object at 0x315aa94d0>
CCO[P](=S)(OC(C)C)Oc1cnc(nc1)C(C)(C)C,0.0001,<rdkit.Chem.rdchem.Mol object at 0x315aa9540>
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1.12132559999999,<rdkit.Chem.rdchem.Mol object at 0x315aa95b0>
CC\C=C/C/C=C\C\C=C/C/C=C\C\C=C/C/C=C\CCC(O)=O,1.82315281219482,<rdkit.Chem.rdchem.Mol object at 0x315aa9620>
CCCCC/C=C\C\C=C/CCCCCCCC(O)=O,2.80451995849609,<rdkit.Chem.rdchem.Mol object at 0x315aa9690>
CCCCCCCC/C=C/CCCCCCCC(O)=O,2.88117346801757,<rdkit.Chem.rdchem.Mol object at 0x315aa9700>
CC/C=C/C/C=C/C/C=C/CCCCCCCC(O)=O,4.00947846679687,<rdkit.Chem.rdchem.Mol object at 0x315aa9770>
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,0.241765907135009,<rdkit.Chem.rdchem.Mol object at 0x315aa97e0>
CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,0.91,<rdkit.Chem.rdchem.Mol object at 0x315aa9850>
BrCCBr,6.5,<rdkit.Chem.rdchem.Mol object at 0x315aa98c0>
CN(C)C(=O)CCSC(SCCC(O)=O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,41.3609253723144,<rdkit.Chem.rdchem.Mol object at 0x315aa9930>
CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,29.5848212402343,<rdkit.Chem.rdchem.Mol object at 0x315aa99a0>
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,258.585258,<rdkit.Chem.rdchem.Mol object at 0x315aa9a10>
C1COCCO1,1.5,<rdkit.Chem.rdchem.Mol object at 0x315aa9a80>
ClC(Br)Br,58.1,<rdkit.Chem.rdchem.Mol object at 0x315aa9af0>
OC(=O)C(Br)Br,254.4,<rdkit.Chem.rdchem.Mol object at 0x315aa9b60>
[O-]C(=O)C(Br)(Br)Br,355.9,<rdkit.Chem.rdchem.Mol object at 0x315aa9bd0>
Brc1ccc(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,0.01112,<rdkit.Chem.rdchem.Mol object at 0x315aa9c40>
CCCCC(Cn1cncn1)(C#N)c2ccc(Cl)cc2,4.052,<rdkit.Chem.rdchem.Mol object at 0x315aa9cb0>
CCOCN(C(=O)CCl)c1c(C)cccc1CC,17.5,<rdkit.Chem.rdchem.Mol object at 0x315aa9d20>
CC(C)c1ccccc1O[P](=O)(Oc2ccccc2)Oc3ccccc3C(C)C,2.44,<rdkit.Chem.rdchem.Mol object at 0x315aa9d90>
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,7.097,<rdkit.Chem.rdchem.Mol object at 0x315aa9e00>
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,7.48451978240966,<rdkit.Chem.rdchem.Mol object at 0x315aa9e70>
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,1.623,<rdkit.Chem.rdchem.Mol object at 0x315aa9ee0>
Cc1cc(C)c(c(C)c1)C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O,1.338,<rdkit.Chem.rdchem.Mol object at 0x315aa9f50>
N.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1550.0,<rdkit.Chem.rdchem.Mol object at 0x315aa9fc0>
O.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O.C[C@H]5COc6c(N7CCN(C)CC7)c(F)cc8C(=O)C(=CN5c68)C(O)=O,28.0,<rdkit.Chem.rdchem.Mol object at 0x315aaa030>
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(O)=O,14.0,<rdkit.Chem.rdchem.Mol object at 0x315aaa0a0>
COC(=O)N(C(=O)N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c4ccc(OC(F)(F)F)cc4,0.02372,<rdkit.Chem.rdchem.Mol object at 0x315aaa110>
CN(Cc1ccc(Cl)nc1)C(C)=NC#N,27.54,<rdkit.Chem.rdchem.Mol object at 0x315aaa180>
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.438,<rdkit.Chem.rdchem.Mol object at 0x315aaa1f0>
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,0.287,<rdkit.Chem.rdchem.Mol object at 0x315aaa260>
Cc1cc(ccc1NC(=O)c2cccc(I)c2C(=O)NC(C)(C)C[S](C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F,0.0021,<rdkit.Chem.rdchem.Mol object at 0x315aaa2d0>
Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F,3.05,<rdkit.Chem.rdchem.Mol object at 0x315aaa340>
CCNC1(CCCCC1)c2ccccc2,83.0,<rdkit.Chem.rdchem.Mol object at 0x315aaa3b0>
O[P](O)(O)=O,89.0,<rdkit.Chem.rdchem.Mol object at 0x315aaa420>
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],32.00353195,<rdkit.Chem.rdchem.Mol object at 0x315aaa490>
CC(C)(C)CC(C)(C)c1ccc(O)cc1,0.090061926,<rdkit.Chem.rdchem.Mol object at 0x315aaa500>
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,1.144513112,<rdkit.Chem.rdchem.Mol object at 0x315aaa570>
CC1=CC(=O)c2ccccc2C1=O,0.490888212,<rdkit.Chem.rdchem.Mol object at 0x315aaa5e0>
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,1.73153173,<rdkit.Chem.rdchem.Mol object at 0x315aaa650>
CCO,11923.89663,<rdkit.Chem.rdchem.Mol object at 0x315aaa6c0>
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0.007261729,<rdkit.Chem.rdchem.Mol object at 0x315aaa730>
CS(C)=O,24996.16639,<rdkit.Chem.rdchem.Mol object at 0x315aaa7a0>
ClCC1CO1,23.23997862,<rdkit.Chem.rdchem.Mol object at 0x315aaa810>
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,5.803543547,<rdkit.Chem.rdchem.Mol object at 0x315aaa880>
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,0.004903541,<rdkit.Chem.rdchem.Mol object at 0x315aaa8f0>
CCN(CC)C(=S)SSC(=S)N(CC)CC,0.119956724,<rdkit.Chem.rdchem.Mol object at 0x315aaa960>
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1.788934346,<rdkit.Chem.rdchem.Mol object at 0x315aaa9d0>
O=c1ccc2ccccc2o1,13.51354223,<rdkit.Chem.rdchem.Mol object at 0x315aaaa40>
C=C(C)C1CC=C(C)CC1,0.030993645,<rdkit.Chem.rdchem.Mol object at 0x315aaaab0>
c1ccc2ccccc2c1,11.3968881,<rdkit.Chem.rdchem.Mol object at 0x315aaab20>
CCCCC(=O)O,44.99387857,<rdkit.Chem.rdchem.Mol object at 0x315aaab90>
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,43.01238734,<rdkit.Chem.rdchem.Mol object at 0x315aaac00>
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],8.856754383,<rdkit.Chem.rdchem.Mol object at 0x315aaac70>
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,4.710612476,<rdkit.Chem.rdchem.Mol object at 0x315aaace0>
Oc1ccc2ccccc2c1,3.538953029,<rdkit.Chem.rdchem.Mol object at 0x315aaad50>
CCNc1nc(Cl)nc(NC(C)C)n1,9.393117929,<rdkit.Chem.rdchem.Mol object at 0x315aaadc0>
COC(=O)Nc1nc2ccccc2[nH]1,0.102911776,<rdkit.Chem.rdchem.Mol object at 0x315aaae30>
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0.198028384,<rdkit.Chem.rdchem.Mol object at 0x315aaaea0>
Cc1ccc(O)cc1,21.0856195,<rdkit.Chem.rdchem.Mol object at 0x315aaaf10>
Clc1ccc(Cl)cc1,10.89725804,<rdkit.Chem.rdchem.Mol object at 0x315aaaf80>
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,1.340861512,<rdkit.Chem.rdchem.Mol object at 0x315aaaff0>
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,230.5365339,<rdkit.Chem.rdchem.Mol object at 0x315aab060>
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,0.114830668,<rdkit.Chem.rdchem.Mol object at 0x315aab0d0>
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.015979888,<rdkit.Chem.rdchem.Mol object at 0x315aab140>
CNc1ccccc1,0.173377316,<rdkit.Chem.rdchem.Mol object at 0x315aab1b0>
Clc1ccccc1Cl,2.297825976,<rdkit.Chem.rdchem.Mol object at 0x315aab220>
Oc1ccccc1,13.29339389,<rdkit.Chem.rdchem.Mol object at 0x315aab290>
S=C=Nc1ccccc1,0.099987237,<rdkit.Chem.rdchem.Mol object at 0x315aab300>
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,84.92295336,<rdkit.Chem.rdchem.Mol object at 0x315aab370>
c1ccncc1,1172.671805,<rdkit.Chem.rdchem.Mol object at 0x315aab3e0>
C=Cc1ccccc1,36.86882307,<rdkit.Chem.rdchem.Mol object at 0x315aab450>
Oc1ccc(Br)cc1,5.943893319,<rdkit.Chem.rdchem.Mol object at 0x315aab4c0>
ClCC(Cl)Cl,42.96904778,<rdkit.Chem.rdchem.Mol object at 0x315aab530>
CC(C)=O,12360.23186,<rdkit.Chem.rdchem.Mol object at 0x315aab5a0>
BrC(Br)Br,45.9892998,<rdkit.Chem.rdchem.Mol object at 0x315aab610>
ClC(Cl)Cl,66.51127816,<rdkit.Chem.rdchem.Mol object at 0x315aab680>
c1ccc(-c2ccccc2)cc1,1.901571401,<rdkit.Chem.rdchem.Mol object at 0x315aab6f0>
ClC(Cl)C(Cl)(Cl)Cl,7.998268566,<rdkit.Chem.rdchem.Mol object at 0x315aab760>
CCC(=O)O,49.96903629,<rdkit.Chem.rdchem.Mol object at 0x315aab7d0>
CC(Cl)CCl,55.84722142,<rdkit.Chem.rdchem.Mol object at 0x315aab840>
ClC(Cl)(Cl)Cl,34.99100654,<rdkit.Chem.rdchem.Mol object at 0x315aab8b0>
ClC(Cl)=C(Cl)Cl,18.01293684,<rdkit.Chem.rdchem.Mol object at 0x315aab920>
C=C(Cl)Cl,30.23451563,<rdkit.Chem.rdchem.Mol object at 0x315aab990>
Cc1ccccc1,97.59966071,<rdkit.Chem.rdchem.Mol object at 0x315aaba00>
COc1ccccc1O,25.9365162,<rdkit.Chem.rdchem.Mol object at 0x315aaba70>
Oc1ccc(Cl)cc1,4.820276834,<rdkit.Chem.rdchem.Mol object at 0x315aabae0>
CN(C)C(=S)SSC(=S)N(C)C,0.209862317,<rdkit.Chem.rdchem.Mol object at 0x315aabb50>
ClCCCl,294.0760705,<rdkit.Chem.rdchem.Mol object at 0x315aabbc0>
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,11.00859866,<rdkit.Chem.rdchem.Mol object at 0x315aabc30>
OCCO,47411.28709,<rdkit.Chem.rdchem.Mol object at 0x315aabca0>
CC(N)=S,17.4129034,<rdkit.Chem.rdchem.Mol object at 0x315aabd10>
ClC=C(Cl)Cl,55.02109859,<rdkit.Chem.rdchem.Mol object at 0x315aabd80>
Nc1cc(Cl)cc(Cl)c1,1.120835872,<rdkit.Chem.rdchem.Mol object at 0x315aabdf0>
CNC(=O)Oc1cccc2ccccc12,0.999243299,<rdkit.Chem.rdchem.Mol object at 0x315aabe60>
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0.000210213,<rdkit.Chem.rdchem.Mol object at 0x315aabed0>
C=C(C)[C@H]1CC=C(C)CC1,0.729915955,<rdkit.Chem.rdchem.Mol object at 0x315aabf40>
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0.012012031,<rdkit.Chem.rdchem.Mol object at 0x315aa4040>
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.001567764,<rdkit.Chem.rdchem.Mol object at 0x315aa40b0>
c1ccc2cc3c(ccc4ccccc43)cc2c1,0.137881504,<rdkit.Chem.rdchem.Mol object at 0x315aa4120>
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0.228718213,<rdkit.Chem.rdchem.Mol object at 0x315aa4190>
Cc1cc(O)ccc1Cl,2.000130859,<rdkit.Chem.rdchem.Mol object at 0x315aa4200>
CNC(=O)CSP(=S)(OC)OC,1.649696127,<rdkit.Chem.rdchem.Mol object at 0x315aa4270>
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,0.142170985,<rdkit.Chem.rdchem.Mol object at 0x315aa42e0>
NC(N)=S,9.005312322,<rdkit.Chem.rdchem.Mol object at 0x315aa4350>
COP(=O)(OC)OC=C(Cl)Cl,8.5e-05,<rdkit.Chem.rdchem.Mol object at 0x315aa43c0>
CCCCCC=O,9.155758227,<rdkit.Chem.rdchem.Mol object at 0x315aa4430>
CO,3286.393751,<rdkit.Chem.rdchem.Mol object at 0x315aa44a0>
ClC(Cl)(Cl)C(Cl)(Cl)Cl,2.69897249,<rdkit.Chem.rdchem.Mol object at 0x315aa4510>
CN(C)C=O,14383.28189,<rdkit.Chem.rdchem.Mol object at 0x315aa4580>
CCCO,6837.13983,<rdkit.Chem.rdchem.Mol object at 0x315aa45f0>
CC(Cl)(Cl)Cl,11.19839106,<rdkit.Chem.rdchem.Mol object at 0x315aa4660>
CBr,2.200133467,<rdkit.Chem.rdchem.Mol object at 0x315aa46d0>
CNC,50.00161219,<rdkit.Chem.rdchem.Mol object at 0x315aa4740>
CC#N,3600.088371,<rdkit.Chem.rdchem.Mol object at 0x315aa47b0>
CCS,0.16996952,<rdkit.Chem.rdchem.Mol object at 0x315aa4820>
ClCCl,219.8169735,<rdkit.Chem.rdchem.Mol object at 0x315aa4890>
C1CO1,199.9613282,<rdkit.Chem.rdchem.Mol object at 0x315aa4900>
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,0.045169394,<rdkit.Chem.rdchem.Mol object at 0x315aa4970>
C1=CC2C3C=CC(C3)C2C1,10.50102168,<rdkit.Chem.rdchem.Mol object at 0x315aa49e0>
CC1=CC(=O)CC(C)(C)C1,120.0989933,<rdkit.Chem.rdchem.Mol object at 0x315aa4a50>
CC(C)CO,1106.459216,<rdkit.Chem.rdchem.Mol object at 0x315aa4ac0>
CCC(Cl)Cl,23.01450139,<rdkit.Chem.rdchem.Mol object at 0x315aa4b30>
C=CC(N)=O,159.8628014,<rdkit.Chem.rdchem.Mol object at 0x315aa4ba0>
ClC(Cl)C(Cl)Cl,56.98910762,<rdkit.Chem.rdchem.Mol object at 0x315aa4c10>
C=C1C2CCC(C2)C1(C)C,21.99240156,<rdkit.Chem.rdchem.Mol object at 0x315aa4c80>
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,12.80816719,<rdkit.Chem.rdchem.Mol object at 0x315aa4cf0>
CC1=CCC2CC1C2(C)C,40.95176804,<rdkit.Chem.rdchem.Mol object at 0x315aa4d60>
c1cc2c3c(cccc3c1)CC2,0.644335912,<rdkit.Chem.rdchem.Mol object at 0x315aa4dd0>
Cc1c(Cl)cccc1[N+](=O)[O-],4.202101743,<rdkit.Chem.rdchem.Mol object at 0x315aa4e40>
CCOC(=O)c1ccccc1C(=O)OCC,54.1779201,<rdkit.Chem.rdchem.Mol object at 0x315aa4eb0>
CCCCOC(=O)c1ccccc1C(=O)OCCCC,3.70318768,<rdkit.Chem.rdchem.Mol object at 0x315aa4f20>
c1ccc2c(c1)ccc1ccccc12,0.767327225,<rdkit.Chem.rdchem.Mol object at 0x315aa4f90>
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,12.87392057,<rdkit.Chem.rdchem.Mol object at 0x315aa5000>
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.800518488,<rdkit.Chem.rdchem.Mol object at 0x315aa5070>
Oc1c(Cl)cc(Cl)cc1Cl,1.407172529,<rdkit.Chem.rdchem.Mol object at 0x315aa50e0>
Cc1ccccc1[N+](=O)[O-],9.843828644,<rdkit.Chem.rdchem.Mol object at 0x315aa5150>
O=[N+]([O-])c1ccccc1Cl,34.30982536,<rdkit.Chem.rdchem.Mol object at 0x315aa51c0>
O=[N+]([O-])c1ccccc1O,13.16309909,<rdkit.Chem.rdchem.Mol object at 0x315aa5230>
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.24021,<rdkit.Chem.rdchem.Mol object at 0x315aa52a0>
O=[N+]([O-])c1cc(Cl)ccc1Cl,10.99768126,<rdkit.Chem.rdchem.Mol object at 0x315aa5310>
O=Cc1ccccc1O,4.100027745,<rdkit.Chem.rdchem.Mol object at 0x315aa5380>
COc1ccccc1N,12.00699186,<rdkit.Chem.rdchem.Mol object at 0x315aa53f0>
Clc1cccc2ccccc12,1.600100459,<rdkit.Chem.rdchem.Mol object at 0x315aa5460>
c1ccc2ncccc2c1,38.03015858,<rdkit.Chem.rdchem.Mol object at 0x315aa54d0>
Oc1ccc(-c2ccccc2)cc1,3.664251478,<rdkit.Chem.rdchem.Mol object at 0x315aa5540>
c1ccc2c(c1)Cc1ccccc1O2,20.30467032,<rdkit.Chem.rdchem.Mol object at 0x315aa55b0>
CC1CCCCC1O,15.94513031,<rdkit.Chem.rdchem.Mol object at 0x315aa5620>
Nc1ccccc1Cl,0.441314864,<rdkit.Chem.rdchem.Mol object at 0x315aa5690>
Cc1ccccc1N,0.519986508,<rdkit.Chem.rdchem.Mol object at 0x315aa5700>
Oc1ccccc1Cl,7.431426401,<rdkit.Chem.rdchem.Mol object at 0x315aa5770>
Nc1ccc(Cl)c(Cl)c1,0.290095921,<rdkit.Chem.rdchem.Mol object at 0x315aa57e0>
Nc1cc(Cl)ccc1Cl,2.921069042,<rdkit.Chem.rdchem.Mol object at 0x315aa5850>
Oc1cc(Cl)c(Cl)cc1Cl,2.367811624,<rdkit.Chem.rdchem.Mol object at 0x315aa58c0>
S=C1NCCN1,26.38036403,<rdkit.Chem.rdchem.Mol object at 0x315aa5930>
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0.800815273,<rdkit.Chem.rdchem.Mol object at 0x315aa59a0>
CN(C)C(=S)SC(=S)N(C)C,2.903339446,<rdkit.Chem.rdchem.Mol object at 0x315aa5a10>
CC(C)c1ccccc1,24.88102887,<rdkit.Chem.rdchem.Mol object at 0x315aa5a80>
O=[N+]([O-])c1ccccc1,26.99562778,<rdkit.Chem.rdchem.Mol object at 0x315aa5af0>
Cc1cccc([N+](=O)[O-])c1,11.48587393,<rdkit.Chem.rdchem.Mol object at 0x315aa5b60>
CC1=CC=C(C(C)C)CC1,1.850429982,<rdkit.Chem.rdchem.Mol object at 0x315aa5bd0>
Cc1ccc(C(C)C)cc1,6.498560021,<rdkit.Chem.rdchem.Mol object at 0x315aa5c40>
Cc1ccc([N+](=O)[O-])cc1,11.94439742,<rdkit.Chem.rdchem.Mol object at 0x315aa5cb0>
O=[N+]([O-])c1ccc(Cl)cc1,7.716467076,<rdkit.Chem.rdchem.Mol object at 0x315aa5d20>
O=[N+]([O-])c1ccc(O)cc1,11.78578056,<rdkit.Chem.rdchem.Mol object at 0x315aa5d90>
CCc1ccccc1,18.40606748,<rdkit.Chem.rdchem.Mol object at 0x315aa5e00>
O=Cc1ccccc1,11.21494483,<rdkit.Chem.rdchem.Mol object at 0x315aa5e70>
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,0.010498731,<rdkit.Chem.rdchem.Mol object at 0x315aa5ee0>
c1ccc(Oc2ccccc2)cc1,0.669861275,<rdkit.Chem.rdchem.Mol object at 0x315aa5f50>
S=C(Nc1ccccc1)Nc1ccccc1,67.06946376,<rdkit.Chem.rdchem.Mol object at 0x315aa5fc0>
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,0.660549419,<rdkit.Chem.rdchem.Mol object at 0x315aa6030>
CCNC1CCCCC1,0.441153295,<rdkit.Chem.rdchem.Mol object at 0x315aa60a0>
NC(=S)Nc1ccccc1,58.94837228,<rdkit.Chem.rdchem.Mol object at 0x315aa6110>
COc1ccc(N)cc1,0.329939579,<rdkit.Chem.rdchem.Mol object at 0x315aa6180>
CCOC(=O)CC,148.6460701,<rdkit.Chem.rdchem.Mol object at 0x315aa61f0>
CCNC(=S)NCC,192.8990096,<rdkit.Chem.rdchem.Mol object at 0x315aa6260>
Cc1ccc(O)c(C)c1,2.098597369,<rdkit.Chem.rdchem.Mol object at 0x315aa62d0>
Cc1ccc(C)cc1,32.28203543,<rdkit.Chem.rdchem.Mol object at 0x315aa6340>
Nc1ccc(Cl)cc1,0.0499745,<rdkit.Chem.rdchem.Mol object at 0x315aa63b0>
C=CC=O,0.082918835,<rdkit.Chem.rdchem.Mol object at 0x315aa6420>
CCCS,0.059941394,<rdkit.Chem.rdchem.Mol object at 0x315aa6490>
OCCCl,210.789914,<rdkit.Chem.rdchem.Mol object at 0x315aa6500>
C=CCN,42.51674839,<rdkit.Chem.rdchem.Mol object at 0x315aa6570>
C=CC#N,8.725038372,<rdkit.Chem.rdchem.Mol object at 0x315aa65e0>
NCCN,26.47735339,<rdkit.Chem.rdchem.Mol object at 0x315aa6650>
CCCC(=O)O,60.95721281,<rdkit.Chem.rdchem.Mol object at 0x315aa66c0>
CC(C)NC(C)C,447.8550709,<rdkit.Chem.rdchem.Mol object at 0x315aa6730>
CC1CCCC(O)C1,19.84394766,<rdkit.Chem.rdchem.Mol object at 0x315aa67a0>
Nc1cccc(Cl)c1,0.099942143,<rdkit.Chem.rdchem.Mol object at 0x315aa6810>
Cc1cccc(N)c1,0.729444704,<rdkit.Chem.rdchem.Mol object at 0x315aa6880>
CCCCNC(=S)NCCCC,33.03258537,<rdkit.Chem.rdchem.Mol object at 0x315aa68f0>
C1=CCCCC1,9.409243301,<rdkit.Chem.rdchem.Mol object at 0x315aa6960>
OCCNCCO,110.0950955,<rdkit.Chem.rdchem.Mol object at 0x315aa69d0>
ClCCOCCCl,240.0857073,<rdkit.Chem.rdchem.Mol object at 0x315aa6a40>
CCCCCCCO,67.95260778,<rdkit.Chem.rdchem.Mol object at 0x315aa6ab0>
CCOCCOCCO,3950.530506,<rdkit.Chem.rdchem.Mol object at 0x315aa6b20>
ClCCOCOCCCl,200.9654999,<rdkit.Chem.rdchem.Mol object at 0x315aa6b90>
OCCOCCOCCO,45350.61707,<rdkit.Chem.rdchem.Mol object at 0x315aa6c00>
CNC(=O)Oc1ccccc1OC(C)C,1.260796259,<rdkit.Chem.rdchem.Mol object at 0x315aa6c70>
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0.30443024,<rdkit.Chem.rdchem.Mol object at 0x315aa6ce0>
CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2,0.090102772,<rdkit.Chem.rdchem.Mol object at 0x315aa6d50>
O=[P](OC1CCCCC1)(Oc2ccccc2)Oc3ccccc3,1.017490683,<rdkit.Chem.rdchem.Mol object at 0x315aa6dc0>
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,6.925481891,<rdkit.Chem.rdchem.Mol object at 0x315aa6e30>
Oc1c(Br)cc(Br)cc1Br,0.041073849,<rdkit.Chem.rdchem.Mol object at 0x315aa6ea0>
c1ccc2cnccc2c1,25.12627081,<rdkit.Chem.rdchem.Mol object at 0x315aa6f10>
c1ccc2[nH]ccc2c1,0.999407244,<rdkit.Chem.rdchem.Mol object at 0x315aa6f80>
Clc1ccc(Cl)c(Cl)c1,4.014551954,<rdkit.Chem.rdchem.Mol object at 0x315aa6ff0>
Oc1ccc(Cl)cc1Cl,2.601283609,<rdkit.Chem.rdchem.Mol object at 0x315aa7060>
O=C1NCCN1,5596.966504,<rdkit.Chem.rdchem.Mol object at 0x315aa70d0>
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],35.02526159,<rdkit.Chem.rdchem.Mol object at 0x315aa7140>
O=[N+]([O-])c1cccc(Cl)c1,22.82540055,<rdkit.Chem.rdchem.Mol object at 0x315aa71b0>
Nc1ccc([N+](=O)[O-])cc1Cl,5.597131354,<rdkit.Chem.rdchem.Mol object at 0x315aa7220>
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0.004896166,<rdkit.Chem.rdchem.Mol object at 0x315aa7290>
CCCCOP(=O)(OCCCC)OCCCC,3.650796072,<rdkit.Chem.rdchem.Mol object at 0x315aa7300>
c1cc2ccc3cccc4ccc(c1)c2c34,0.185732682,<rdkit.Chem.rdchem.Mol object at 0x315aa7370>
COC(=O)c1ccccc1C(=O)OC,32.97649524,<rdkit.Chem.rdchem.Mol object at 0x315aa73e0>
c1ccc2c(c1)sc1ccccc12,0.442009055,<rdkit.Chem.rdchem.Mol object at 0x315aa7450>
CCOC(C)=O,736.2496498,<rdkit.Chem.rdchem.Mol object at 0x315aa74c0>
O=c1cc[nH]c(=S)[nH]1,7.704037898,<rdkit.Chem.rdchem.Mol object at 0x315aa7530>
ClCCCCl,279.8992085,<rdkit.Chem.rdchem.Mol object at 0x315aa75a0>
CCCCOCCCC,25.98430113,<rdkit.Chem.rdchem.Mol object at 0x315aa7610>
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],165.0027719,<rdkit.Chem.rdchem.Mol object at 0x315aa7680>
S=c1[nH]c2ccccc2s1,5.36408858,<rdkit.Chem.rdchem.Mol object at 0x315aa76f0>
COc1cccc(O)c1,41.10661742,<rdkit.Chem.rdchem.Mol object at 0x315aa7760>
c1ccc2c(c1)-c1cccc3cccc-2c13,0.111144591,<rdkit.Chem.rdchem.Mol object at 0x315aa77d0>
