SMILES,LC50,Structure
c1ccc2nc3ccccc3cc2c1,2.298191812,<rdkit.Chem.rdchem.Mol object at 0x315aa7840>
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,0.015286297,<rdkit.Chem.rdchem.Mol object at 0x315aa78b0>
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.000189947,<rdkit.Chem.rdchem.Mol object at 0x315aa7920>
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.002001581,<rdkit.Chem.rdchem.Mol object at 0x315aa7990>
O=C1CNC(=S)N1,19.81444543,<rdkit.Chem.rdchem.Mol object at 0x315aa7a00>
N#CCl,0.04341734,<rdkit.Chem.rdchem.Mol object at 0x315aa7a70>
COc1cccc(N)c1,0.280178184,<rdkit.Chem.rdchem.Mol object at 0x315aa7ae0>
Clc1cccc(Cl)c1,7.199750303,<rdkit.Chem.rdchem.Mol object at 0x315aa7b50>
Nc1ccc(Cl)cc1Cl,0.59640575,<rdkit.Chem.rdchem.Mol object at 0x315aa7bc0>
CN=C=S,0.279921581,<rdkit.Chem.rdchem.Mol object at 0x315aa7c30>
Cc1cccc(C)c1O,11.19254693,<rdkit.Chem.rdchem.Mol object at 0x315aa7ca0>
CCc1ccccc1N,8.043238527,<rdkit.Chem.rdchem.Mol object at 0x315aa7d10>
CC1=CCC(=C(C)C)CC1,2.548429106,<rdkit.Chem.rdchem.Mol object at 0x315aa7d80>
CCc1ccc(N)cc1,0.090039018,<rdkit.Chem.rdchem.Mol object at 0x315aa7df0>
BrC=C(Br)Br,12.41136548,<rdkit.Chem.rdchem.Mol object at 0x315aa7e60>
CNC(N)=S,9.505297871,<rdkit.Chem.rdchem.Mol object at 0x315aa7ed0>
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],0.659753173,<rdkit.Chem.rdchem.Mol object at 0x315aa7f40>
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,5.302260363,<rdkit.Chem.rdchem.Mol object at 0x315aa0040>
Oc1cc(Cl)c(Cl)c(Cl)c1,0.679747076,<rdkit.Chem.rdchem.Mol object at 0x315aa00b0>
S=C=NCc1ccccc1,0.043032634,<rdkit.Chem.rdchem.Mol object at 0x315aa0120>
CCNC(N)=S,13.98892537,<rdkit.Chem.rdchem.Mol object at 0x315aa0190>
ClCC(Cl)(Cl)Cl,23.97684062,<rdkit.Chem.rdchem.Mol object at 0x315aa0200>
CN(C)C(=O)N(C)C,2897.721235,<rdkit.Chem.rdchem.Mol object at 0x315aa0270>
Clc1cc(Cl)c(Cl)c(Cl)c1,1.589471489,<rdkit.Chem.rdchem.Mol object at 0x315aa02e0>
CCNCC,55.99574872,<rdkit.Chem.rdchem.Mol object at 0x315aa0350>
CN(C)P(=O)(N(C)C)N(C)C,6673.259376,<rdkit.Chem.rdchem.Mol object at 0x315aa03c0>
O=[N+]([O-])OCCOCCO[N+](=O)[O-],90.05789354,<rdkit.Chem.rdchem.Mol object at 0x315aa0430>
CCC(=O)Nc1ccc(Cl)c(Cl)c1,5.007442125,<rdkit.Chem.rdchem.Mol object at 0x315aa04a0>
CN1CCCC1=O,1.230849649,<rdkit.Chem.rdchem.Mol object at 0x315aa0510>
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,0.570558985,<rdkit.Chem.rdchem.Mol object at 0x315aa0580>
CCOP(=S)(CC)Sc1ccccc1,0.002700626,<rdkit.Chem.rdchem.Mol object at 0x315aa05f0>
CCNc1nc(NCC)nc(SC)n1,50.00473335,<rdkit.Chem.rdchem.Mol object at 0x315aa0660>
ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,0.240040434,<rdkit.Chem.rdchem.Mol object at 0x315aa06d0>
O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2.119519835,<rdkit.Chem.rdchem.Mol object at 0x315aa0740>
O=C(O)CNCP(=O)(O)O,20.89616326,<rdkit.Chem.rdchem.Mol object at 0x315aa07b0>
CCCCNC(N)=S,18.72104115,<rdkit.Chem.rdchem.Mol object at 0x315aa0820>
Cc1cc(Cl)ccc1O,0.289773529,<rdkit.Chem.rdchem.Mol object at 0x315aa0890>
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.192933591,<rdkit.Chem.rdchem.Mol object at 0x315aa0900>
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,0.42374983,<rdkit.Chem.rdchem.Mol object at 0x315aa0970>
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,0.16133119,<rdkit.Chem.rdchem.Mol object at 0x315aa09e0>
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,50.68939819,<rdkit.Chem.rdchem.Mol object at 0x315aa0a50>
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,2.947845963,<rdkit.Chem.rdchem.Mol object at 0x315aa0ac0>
S=C=NCCc1ccccc1,0.129965052,<rdkit.Chem.rdchem.Mol object at 0x315aa0b30>
CNC(=S)N(C)C,770.2245844,<rdkit.Chem.rdchem.Mol object at 0x315aa0ba0>
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,0.14000247,<rdkit.Chem.rdchem.Mol object at 0x315aa0c10>
CCCN(CCC)C(=S)SSC(=S)N(CCC)CCC,0.229829388,<rdkit.Chem.rdchem.Mol object at 0x315aa0c80>
O=C(O)COc1ccc(Cl)cc1Cl,70.0569335,<rdkit.Chem.rdchem.Mol object at 0x315aa0cf0>
CN(C)C(=S)N(C)C,769.7152621,<rdkit.Chem.rdchem.Mol object at 0x315aa0d60>
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.000999567,<rdkit.Chem.rdchem.Mol object at 0x315aa0dd0>
CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.034982175,<rdkit.Chem.rdchem.Mol object at 0x315aa0e40>
S=C=Nc1ccc(N=C=S)cc1,0.077086705,<rdkit.Chem.rdchem.Mol object at 0x315aa0eb0>
O=C(O)CN(CC(=O)O)CC(=O)O,351.0358581,<rdkit.Chem.rdchem.Mol object at 0x315aa0f20>
CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,2.459143468,<rdkit.Chem.rdchem.Mol object at 0x315aa0f90>
N#CSCSC#N,0.073048463,<rdkit.Chem.rdchem.Mol object at 0x315aa1000>
COP(N)(=O)SC,0.034010995,<rdkit.Chem.rdchem.Mol object at 0x315aa1070>
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,0.098304196,<rdkit.Chem.rdchem.Mol object at 0x315aa10e0>
CN(C)C(CSC(N)=O)CSC(N)=O,0.010006858,<rdkit.Chem.rdchem.Mol object at 0x315aa1150>
CC1(C)C(C=C2CCCC2)C1C(=O)OCc1coc(Cc2ccccc2)c1,0.002498607,<rdkit.Chem.rdchem.Mol object at 0x315aa11c0>
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,16.01525493,<rdkit.Chem.rdchem.Mol object at 0x315aa1230>
Clc1ccccc1-c1ccccc1,0.710652044,<rdkit.Chem.rdchem.Mol object at 0x315aa12a0>
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,0.000214182,<rdkit.Chem.rdchem.Mol object at 0x315aa1310>
S=C1SSC2=NCCN12,0.210016063,<rdkit.Chem.rdchem.Mol object at 0x315aa1380>
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,0.004480363,<rdkit.Chem.rdchem.Mol object at 0x315aa13f0>
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,13.00160262,<rdkit.Chem.rdchem.Mol object at 0x315aa1460>
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,152.0318092,<rdkit.Chem.rdchem.Mol object at 0x315aa14d0>
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.000360086,<rdkit.Chem.rdchem.Mol object at 0x315aa1540>
COc1c(O)cc(Cl)c(Cl)c1Cl,0.729426271,<rdkit.Chem.rdchem.Mol object at 0x315aa15b0>
CC(C)CCCCCCCCCCNCCCCCCCCCCC(C)C,0.110846494,<rdkit.Chem.rdchem.Mol object at 0x315aa1620>
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,51.5368157,<rdkit.Chem.rdchem.Mol object at 0x315aa1690>
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,6.52048958,<rdkit.Chem.rdchem.Mol object at 0x315aa1700>
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,0.000599501,<rdkit.Chem.rdchem.Mol object at 0x315aa1770>
Cc1cccc(C)c1,36.2210395,<rdkit.Chem.rdchem.Mol object at 0x315aa17e0>
CCOP(=O)(SC(C)CC)N1CCSC1=O,0.659781214,<rdkit.Chem.rdchem.Mol object at 0x315aa1850>
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,0.150033517,<rdkit.Chem.rdchem.Mol object at 0x315aa18c0>
CC(C)OP(C)(=O)OC(C)C,267.1201086,<rdkit.Chem.rdchem.Mol object at 0x315aa1930>
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,0.056999659,<rdkit.Chem.rdchem.Mol object at 0x315aa19a0>
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.198530082,<rdkit.Chem.rdchem.Mol object at 0x315aa1a10>
CCOP(=S)(OCC)OP(=S)(OCC)OCC,0.000229752,<rdkit.Chem.rdchem.Mol object at 0x315aa1a80>
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.004296809,<rdkit.Chem.rdchem.Mol object at 0x315aa1af0>
CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,8.293829276,<rdkit.Chem.rdchem.Mol object at 0x315aa1b60>
O=NN(c1ccccc1)c1ccccc1,7.800946003,<rdkit.Chem.rdchem.Mol object at 0x315aa1bd0>
c1ccccc1,266.5057833,<rdkit.Chem.rdchem.Mol object at 0x315aa1c40>
O=[N+]([O-])c1cccc(Cl)c1Cl,4.532119251,<rdkit.Chem.rdchem.Mol object at 0x315aa1cb0>
O=[N+]([O-])c1ccc(Cl)cc1Cl,4.200504252,<rdkit.Chem.rdchem.Mol object at 0x315aa1d20>
Cc1ccccc1O,15.10032746,<rdkit.Chem.rdchem.Mol object at 0x315aa1d90>
Cc1ccccc1C,17.21713599,<rdkit.Chem.rdchem.Mol object at 0x315aa1e00>
Cl/C=C/Cl,220.0406481,<rdkit.Chem.rdchem.Mol object at 0x315aa1e70>
CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,0.098115155,<rdkit.Chem.rdchem.Mol object at 0x315aa1ee0>
Nc1ccccc1,0.359823483,<rdkit.Chem.rdchem.Mol object at 0x315aa1f50>
Oc1ccccc1-c1ccccc1,0.709553214,<rdkit.Chem.rdchem.Mol object at 0x315aa1fc0>
NC(=O)c1c(Cl)cccc1Cl,856.641902,<rdkit.Chem.rdchem.Mol object at 0x315aa2030>
CCCCNC(=O)OCC#CI,0.039980231,<rdkit.Chem.rdchem.Mol object at 0x315aa20a0>
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,0.279808698,<rdkit.Chem.rdchem.Mol object at 0x315aa2110>
Cc1ccc([N+](=O)[O-])cc1C,16.011683,<rdkit.Chem.rdchem.Mol object at 0x315aa2180>
Cc1cccc([N+](=O)[O-])c1C,4.201812641,<rdkit.Chem.rdchem.Mol object at 0x315aa21f0>
Brc1ccc(Oc2ccccc2)cc1,0.189833881,<rdkit.Chem.rdchem.Mol object at 0x315aa2260>
Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,0.001991764,<rdkit.Chem.rdchem.Mol object at 0x315aa22d0>
CNC(=S)NC,16.51141728,<rdkit.Chem.rdchem.Mol object at 0x315aa2340>
c1ccc(NNc2ccccc2)cc1,4.096227086,<rdkit.Chem.rdchem.Mol object at 0x315aa23b0>
O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,17.36451207,<rdkit.Chem.rdchem.Mol object at 0x315aa2420>
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,17.38436858,<rdkit.Chem.rdchem.Mol object at 0x315aa2490>
C/C=C/c1ccc(OC)cc1,0.006821004,<rdkit.Chem.rdchem.Mol object at 0x315aa2500>
O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,0.999118898,<rdkit.Chem.rdchem.Mol object at 0x315aa2570>
CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,0.026978596,<rdkit.Chem.rdchem.Mol object at 0x315aa25e0>
CC(=O)CC(C)=O,1280.916562,<rdkit.Chem.rdchem.Mol object at 0x315aa2650>
Cc1cccc(O)c1,18.79257816,<rdkit.Chem.rdchem.Mol object at 0x315aa26c0>
CCCCCCCCCC,17.99466875,<rdkit.Chem.rdchem.Mol object at 0x315aa2730>
CCOc1cc(NC(C)=O)ccc1C(=O)OC,200.0812173,<rdkit.Chem.rdchem.Mol object at 0x315aa27a0>
COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,1.040067928,<rdkit.Chem.rdchem.Mol object at 0x315aa2810>
CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,4.36e-05,<rdkit.Chem.rdchem.Mol object at 0x315aa2880>
CCNc1ccccc1,0.420175715,<rdkit.Chem.rdchem.Mol object at 0x315aa28f0>
Clc1ccccc1,13.01204329,<rdkit.Chem.rdchem.Mol object at 0x315aa2960>
c1ccc2c(c1)oc1ccccc12,1.701375876,<rdkit.Chem.rdchem.Mol object at 0x315aa29d0>
CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.000269864,<rdkit.Chem.rdchem.Mol object at 0x315aa2a40>
COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)OC,41.89070616,<rdkit.Chem.rdchem.Mol object at 0x315aa2ab0>
Clc1ccc(-c2ccccc2)cc1,0.420394291,<rdkit.Chem.rdchem.Mol object at 0x315aa2b20>
CNC(=O)O/N=C/C(C)(C)SC,0.582599917,<rdkit.Chem.rdchem.Mol object at 0x315aa2b90>
Cc1ccc(Cl)cc1[N+](=O)[O-],9.29965556,<rdkit.Chem.rdchem.Mol object at 0x315aa2c00>
OCC(Cl)(Cl)Cl,148.0303267,<rdkit.Chem.rdchem.Mol object at 0x315aa2c70>
Nc1ccc(Cl)c(Cl)c1Cl,0.730067061,<rdkit.Chem.rdchem.Mol object at 0x315aa2ce0>
CCN=C=S,0.429800772,<rdkit.Chem.rdchem.Mol object at 0x315aa2d50>
CCCCN=C=S,0.429984182,<rdkit.Chem.rdchem.Mol object at 0x315aa2dc0>
Cc1ccc2nc(C)ccc2c1,37.97345103,<rdkit.Chem.rdchem.Mol object at 0x315aa2e30>
Cc1cc(Cl)cc(Cl)c1O,0.429558717,<rdkit.Chem.rdchem.Mol object at 0x315aa2ea0>
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,7.504145199,<rdkit.Chem.rdchem.Mol object at 0x315aa2f10>
O=C(N=C=S)c1ccccc1,1.89985368,<rdkit.Chem.rdchem.Mol object at 0x315aa2f80>
Cl/C=C/CCl,4.499926146,<rdkit.Chem.rdchem.Mol object at 0x315aa2ff0>
CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,1.357749911,<rdkit.Chem.rdchem.Mol object at 0x315aa3060>
C=C(C)[C@H]1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,0.003697745,<rdkit.Chem.rdchem.Mol object at 0x315aa30d0>
C=C/C=C/CC1=C(C)C(OC(=O)C2C(/C=C(\C)C(=O)OC)C2(C)C)CC1=O,0.016987371,<rdkit.Chem.rdchem.Mol object at 0x315aa3140>
CC(C)c1ccc2c(c1)CCC1[C@]2(C)CCC[C@@]1(C)C(=O)O,8.27370493,<rdkit.Chem.rdchem.Mol object at 0x315aa31b0>
O=S1OC[C@@H]2[C@H](CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1.518754892,<rdkit.Chem.rdchem.Mol object at 0x315aa3220>
CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,7.55e-05,<rdkit.Chem.rdchem.Mol object at 0x315aa3290>
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,28.71023909,<rdkit.Chem.rdchem.Mol object at 0x315aa3300>
CC1(C)[C@@H](/C=C(\Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.001039967,<rdkit.Chem.rdchem.Mol object at 0x315aa3370>
N=C(N/N=C/c1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,0.074990499,<rdkit.Chem.rdchem.Mol object at 0x315aa33e0>
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2O,2.973084161,<rdkit.Chem.rdchem.Mol object at 0x315aa3450>
CCC(O)C(C)CO,6862.894702,<rdkit.Chem.rdchem.Mol object at 0x315aa34c0>
O=S1c2ccccc2-c2ccccc21,19.97994608,<rdkit.Chem.rdchem.Mol object at 0x315aa3530>
Cc1cc(O)c(C(C)C)cc1N=Nc1ccc(S(=O)(=O)c2ccc(N=Nc3cc(C(C)C)c(O)cc3C)cc2)cc1,2.072085981,<rdkit.Chem.rdchem.Mol object at 0x315aa35a0>
c1ccc2sccc2c1,58.98647121,<rdkit.Chem.rdchem.Mol object at 0x315aa3610>
BrC1CCCCC1,21.00619235,<rdkit.Chem.rdchem.Mol object at 0x315aa3680>
c1ccc2c(c1)ccc1oc3ccccc3c12,3.999026227,<rdkit.Chem.rdchem.Mol object at 0x315aa36f0>
c1ccc2c(c1)ccc1sc3ccccc3c12,0.220177172,<rdkit.Chem.rdchem.Mol object at 0x315aa3760>
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,0.640359317,<rdkit.Chem.rdchem.Mol object at 0x315aa37d0>
Nc1cc(Cl)c(Cl)cc1Cl,3.399088363,<rdkit.Chem.rdchem.Mol object at 0x315aa3840>
O=S1(=O)C=Cc2ccccc21,14.0162269,<rdkit.Chem.rdchem.Mol object at 0x315aa38b0>
Cc1csc2ccccc12,2.599777068,<rdkit.Chem.rdchem.Mol object at 0x315aa3920>
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,0.030018083,<rdkit.Chem.rdchem.Mol object at 0x315aa3990>
COc1cc(Cl)c(Cl)c(Cl)c1O,0.959359545,<rdkit.Chem.rdchem.Mol object at 0x315aa3a00>
CCNC(=S)Nc1ccccc1,80.15367859,<rdkit.Chem.rdchem.Mol object at 0x315aa3a70>
O[C@@H](CS)[C@@H](O)CS,27.00013441,<rdkit.Chem.rdchem.Mol object at 0x315aa3ae0>
CN(C(N)=S)c1ccccc1,96.33002078,<rdkit.Chem.rdchem.Mol object at 0x315aa3b50>
CN(C)C(N)=S,41.95506064,<rdkit.Chem.rdchem.Mol object at 0x315aa3bc0>
C/C=C(\C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O,0.621948496,<rdkit.Chem.rdchem.Mol object at 0x315aa3c30>
Cc1ccc2sccc2c1,13.99381115,<rdkit.Chem.rdchem.Mol object at 0x315aa3ca0>
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,0.589898556,<rdkit.Chem.rdchem.Mol object at 0x315aa3d10>
CSc1nc(N)nc(NC(C)(C)C)n1,10.99033969,<rdkit.Chem.rdchem.Mol object at 0x315aa3d80>
Clc1cccc(-c2ccccc2)c1,0.430186334,<rdkit.Chem.rdchem.Mol object at 0x315aa3df0>
