SMILES,LC50,Structure
CCCCCCCCCS,0.05,<rdkit.Chem.rdchem.Mol object at 0x17853fca0>
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,6.72,<rdkit.Chem.rdchem.Mol object at 0x17853fd10>
CC1COC(Cn2cncn2)(O1)c3ccc(Oc4ccc(Cl)cc4)cc3Cl,0.000298,<rdkit.Chem.rdchem.Mol object at 0x17853fd80>
Cn1cnc2N(C)C(=O)N(C)C(=O)c12,177.49,<rdkit.Chem.rdchem.Mol object at 0x17853fdf0>
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCNCC3,187.48,<rdkit.Chem.rdchem.Mol object at 0x17853fe60>
Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,234.18,<rdkit.Chem.rdchem.Mol object at 0x17853fed0>
CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(O)=O,2.31400239257812,<rdkit.Chem.rdchem.Mol object at 0x17853ff40>
CCO[P](=S)(OC(C)C)Oc1cnc(nc1)C(C)(C)C,0.0001,<rdkit.Chem.rdchem.Mol object at 0x178444040>
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1.12132559999999,<rdkit.Chem.rdchem.Mol object at 0x1784440b0>
CC\C=C/C/C=C\C\C=C/C/C=C\C\C=C/C/C=C\CCC(O)=O,1.82315281219482,<rdkit.Chem.rdchem.Mol object at 0x178444120>
CCCCC/C=C\C\C=C/CCCCCCCC(O)=O,2.80451995849609,<rdkit.Chem.rdchem.Mol object at 0x178444190>
CCCCCCCC/C=C/CCCCCCCC(O)=O,2.88117346801757,<rdkit.Chem.rdchem.Mol object at 0x178444200>
CC/C=C/C/C=C/C/C=C/CCCCCCCC(O)=O,4.00947846679687,<rdkit.Chem.rdchem.Mol object at 0x178444270>
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,0.241765907135009,<rdkit.Chem.rdchem.Mol object at 0x1784442e0>
CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,0.91,<rdkit.Chem.rdchem.Mol object at 0x178444350>
BrCCBr,6.5,<rdkit.Chem.rdchem.Mol object at 0x1784443c0>
CN(C)C(=O)CCSC(SCCC(O)=O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,41.3609253723144,<rdkit.Chem.rdchem.Mol object at 0x178444430>
CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,29.5848212402343,<rdkit.Chem.rdchem.Mol object at 0x1784444a0>
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,258.585258,<rdkit.Chem.rdchem.Mol object at 0x178444510>
C1COCCO1,1.5,<rdkit.Chem.rdchem.Mol object at 0x178444580>
ClC(Br)Br,58.1,<rdkit.Chem.rdchem.Mol object at 0x1784445f0>
OC(=O)C(Br)Br,254.4,<rdkit.Chem.rdchem.Mol object at 0x178444660>
[O-]C(=O)C(Br)(Br)Br,355.9,<rdkit.Chem.rdchem.Mol object at 0x1784446d0>
Brc1ccc(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,0.01112,<rdkit.Chem.rdchem.Mol object at 0x178444740>
CCCCC(Cn1cncn1)(C#N)c2ccc(Cl)cc2,4.052,<rdkit.Chem.rdchem.Mol object at 0x1784447b0>
CCOCN(C(=O)CCl)c1c(C)cccc1CC,17.5,<rdkit.Chem.rdchem.Mol object at 0x178444820>
CC(C)c1ccccc1O[P](=O)(Oc2ccccc2)Oc3ccccc3C(C)C,2.44,<rdkit.Chem.rdchem.Mol object at 0x178444890>
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,7.097,<rdkit.Chem.rdchem.Mol object at 0x178444900>
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,7.48451978240966,<rdkit.Chem.rdchem.Mol object at 0x178444970>
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,1.623,<rdkit.Chem.rdchem.Mol object at 0x1784449e0>
Cc1cc(C)c(c(C)c1)C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O,1.338,<rdkit.Chem.rdchem.Mol object at 0x178444a50>
N.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1550.0,<rdkit.Chem.rdchem.Mol object at 0x178444ac0>
O.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O.C[C@H]5COc6c(N7CCN(C)CC7)c(F)cc8C(=O)C(=CN5c68)C(O)=O,28.0,<rdkit.Chem.rdchem.Mol object at 0x178444b30>
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(O)=O,14.0,<rdkit.Chem.rdchem.Mol object at 0x178444ba0>
COC(=O)N(C(=O)N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c4ccc(OC(F)(F)F)cc4,0.02372,<rdkit.Chem.rdchem.Mol object at 0x178444c10>
CN(Cc1ccc(Cl)nc1)C(C)=NC#N,27.54,<rdkit.Chem.rdchem.Mol object at 0x178444c80>
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.438,<rdkit.Chem.rdchem.Mol object at 0x178444cf0>
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,0.287,<rdkit.Chem.rdchem.Mol object at 0x178444d60>
Cc1cc(ccc1NC(=O)c2cccc(I)c2C(=O)NC(C)(C)C[S](C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F,0.0021,<rdkit.Chem.rdchem.Mol object at 0x178444dd0>
Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F,3.05,<rdkit.Chem.rdchem.Mol object at 0x178444e40>
CCNC1(CCCCC1)c2ccccc2,83.0,<rdkit.Chem.rdchem.Mol object at 0x178444eb0>
O[P](O)(O)=O,89.0,<rdkit.Chem.rdchem.Mol object at 0x178444f20>
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],32.00353195,<rdkit.Chem.rdchem.Mol object at 0x178444f90>
CC(C)(C)CC(C)(C)c1ccc(O)cc1,0.090061926,<rdkit.Chem.rdchem.Mol object at 0x178445000>
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,1.144513112,<rdkit.Chem.rdchem.Mol object at 0x178445070>
CC1=CC(=O)c2ccccc2C1=O,0.490888212,<rdkit.Chem.rdchem.Mol object at 0x1784450e0>
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,1.73153173,<rdkit.Chem.rdchem.Mol object at 0x178445150>
CCO,11923.89663,<rdkit.Chem.rdchem.Mol object at 0x1784451c0>
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0.007261729,<rdkit.Chem.rdchem.Mol object at 0x178445230>
CS(C)=O,24996.16639,<rdkit.Chem.rdchem.Mol object at 0x1784452a0>
ClCC1CO1,23.23997862,<rdkit.Chem.rdchem.Mol object at 0x178445310>
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,5.803543547,<rdkit.Chem.rdchem.Mol object at 0x178445380>
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,0.004903541,<rdkit.Chem.rdchem.Mol object at 0x1784453f0>
CCN(CC)C(=S)SSC(=S)N(CC)CC,0.119956724,<rdkit.Chem.rdchem.Mol object at 0x178445460>
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1.788934346,<rdkit.Chem.rdchem.Mol object at 0x1784454d0>
O=c1ccc2ccccc2o1,13.51354223,<rdkit.Chem.rdchem.Mol object at 0x178445540>
C=C(C)C1CC=C(C)CC1,0.030993645,<rdkit.Chem.rdchem.Mol object at 0x1784455b0>
c1ccc2ccccc2c1,11.3968881,<rdkit.Chem.rdchem.Mol object at 0x178445620>
CCCCC(=O)O,44.99387857,<rdkit.Chem.rdchem.Mol object at 0x178445690>
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,43.01238734,<rdkit.Chem.rdchem.Mol object at 0x178445700>
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],8.856754383,<rdkit.Chem.rdchem.Mol object at 0x178445770>
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,4.710612476,<rdkit.Chem.rdchem.Mol object at 0x1784457e0>
Oc1ccc2ccccc2c1,3.538953029,<rdkit.Chem.rdchem.Mol object at 0x178445850>
CCNc1nc(Cl)nc(NC(C)C)n1,9.393117929,<rdkit.Chem.rdchem.Mol object at 0x1784458c0>
COC(=O)Nc1nc2ccccc2[nH]1,0.102911776,<rdkit.Chem.rdchem.Mol object at 0x178445930>
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0.198028384,<rdkit.Chem.rdchem.Mol object at 0x1784459a0>
Cc1ccc(O)cc1,21.0856195,<rdkit.Chem.rdchem.Mol object at 0x178445a10>
Clc1ccc(Cl)cc1,10.89725804,<rdkit.Chem.rdchem.Mol object at 0x178445a80>
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,1.340861512,<rdkit.Chem.rdchem.Mol object at 0x178445af0>
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,230.5365339,<rdkit.Chem.rdchem.Mol object at 0x178445b60>
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,0.114830668,<rdkit.Chem.rdchem.Mol object at 0x178445bd0>
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0.015979888,<rdkit.Chem.rdchem.Mol object at 0x178445c40>
CNc1ccccc1,0.173377316,<rdkit.Chem.rdchem.Mol object at 0x178445cb0>
Clc1ccccc1Cl,2.297825976,<rdkit.Chem.rdchem.Mol object at 0x178445d20>
Oc1ccccc1,13.29339389,<rdkit.Chem.rdchem.Mol object at 0x178445d90>
S=C=Nc1ccccc1,0.099987237,<rdkit.Chem.rdchem.Mol object at 0x178445e00>
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,84.92295336,<rdkit.Chem.rdchem.Mol object at 0x178445e70>
c1ccncc1,1172.671805,<rdkit.Chem.rdchem.Mol object at 0x178445ee0>
C=Cc1ccccc1,36.86882307,<rdkit.Chem.rdchem.Mol object at 0x178445f50>
Oc1ccc(Br)cc1,5.943893319,<rdkit.Chem.rdchem.Mol object at 0x178445fc0>
ClCC(Cl)Cl,42.96904778,<rdkit.Chem.rdchem.Mol object at 0x178446030>
CC(C)=O,12360.23186,<rdkit.Chem.rdchem.Mol object at 0x1784460a0>
BrC(Br)Br,45.9892998,<rdkit.Chem.rdchem.Mol object at 0x178446110>
ClC(Cl)Cl,66.51127816,<rdkit.Chem.rdchem.Mol object at 0x178446180>
c1ccc(-c2ccccc2)cc1,1.901571401,<rdkit.Chem.rdchem.Mol object at 0x1784461f0>
ClC(Cl)C(Cl)(Cl)Cl,7.998268566,<rdkit.Chem.rdchem.Mol object at 0x178446260>
CCC(=O)O,49.96903629,<rdkit.Chem.rdchem.Mol object at 0x1784462d0>
CC(Cl)CCl,55.84722142,<rdkit.Chem.rdchem.Mol object at 0x178446340>
ClC(Cl)(Cl)Cl,34.99100654,<rdkit.Chem.rdchem.Mol object at 0x1784463b0>
ClC(Cl)=C(Cl)Cl,18.01293684,<rdkit.Chem.rdchem.Mol object at 0x178446420>
C=C(Cl)Cl,30.23451563,<rdkit.Chem.rdchem.Mol object at 0x178446490>
Cc1ccccc1,97.59966071,<rdkit.Chem.rdchem.Mol object at 0x178446500>
COc1ccccc1O,25.9365162,<rdkit.Chem.rdchem.Mol object at 0x178446570>
Oc1ccc(Cl)cc1,4.820276834,<rdkit.Chem.rdchem.Mol object at 0x1784465e0>
CN(C)C(=S)SSC(=S)N(C)C,0.209862317,<rdkit.Chem.rdchem.Mol object at 0x178446650>
ClCCCl,294.0760705,<rdkit.Chem.rdchem.Mol object at 0x1784466c0>
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,11.00859866,<rdkit.Chem.rdchem.Mol object at 0x178446730>
OCCO,47411.28709,<rdkit.Chem.rdchem.Mol object at 0x1784467a0>
CC(N)=S,17.4129034,<rdkit.Chem.rdchem.Mol object at 0x178446810>
ClC=C(Cl)Cl,55.02109859,<rdkit.Chem.rdchem.Mol object at 0x178446880>
Nc1cc(Cl)cc(Cl)c1,1.120835872,<rdkit.Chem.rdchem.Mol object at 0x1784468f0>
CNC(=O)Oc1cccc2ccccc12,0.999243299,<rdkit.Chem.rdchem.Mol object at 0x178446960>
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0.000210213,<rdkit.Chem.rdchem.Mol object at 0x1784469d0>
C=C(C)[C@H]1CC=C(C)CC1,0.729915955,<rdkit.Chem.rdchem.Mol object at 0x178446a40>
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0.012012031,<rdkit.Chem.rdchem.Mol object at 0x178446ab0>
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.001567764,<rdkit.Chem.rdchem.Mol object at 0x178446b20>
c1ccc2cc3c(ccc4ccccc43)cc2c1,0.137881504,<rdkit.Chem.rdchem.Mol object at 0x178446b90>
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0.228718213,<rdkit.Chem.rdchem.Mol object at 0x178446c00>
Cc1cc(O)ccc1Cl,2.000130859,<rdkit.Chem.rdchem.Mol object at 0x178446c70>
CNC(=O)CSP(=S)(OC)OC,1.649696127,<rdkit.Chem.rdchem.Mol object at 0x178446ce0>
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,0.142170985,<rdkit.Chem.rdchem.Mol object at 0x178446d50>
NC(N)=S,9.005312322,<rdkit.Chem.rdchem.Mol object at 0x178446dc0>
COP(=O)(OC)OC=C(Cl)Cl,8.5e-05,<rdkit.Chem.rdchem.Mol object at 0x178446e30>
CCCCCC=O,9.155758227,<rdkit.Chem.rdchem.Mol object at 0x178446ea0>
CO,3286.393751,<rdkit.Chem.rdchem.Mol object at 0x178446f10>
ClC(Cl)(Cl)C(Cl)(Cl)Cl,2.69897249,<rdkit.Chem.rdchem.Mol object at 0x178446f80>
CN(C)C=O,14383.28189,<rdkit.Chem.rdchem.Mol object at 0x178446ff0>
CCCO,6837.13983,<rdkit.Chem.rdchem.Mol object at 0x178447060>
CC(Cl)(Cl)Cl,11.19839106,<rdkit.Chem.rdchem.Mol object at 0x1784470d0>
CBr,2.200133467,<rdkit.Chem.rdchem.Mol object at 0x178447140>
CNC,50.00161219,<rdkit.Chem.rdchem.Mol object at 0x1784471b0>
CC#N,3600.088371,<rdkit.Chem.rdchem.Mol object at 0x178447220>
CCS,0.16996952,<rdkit.Chem.rdchem.Mol object at 0x178447290>
ClCCl,219.8169735,<rdkit.Chem.rdchem.Mol object at 0x178447300>
C1CO1,199.9613282,<rdkit.Chem.rdchem.Mol object at 0x178447370>
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,0.045169394,<rdkit.Chem.rdchem.Mol object at 0x1784473e0>
C1=CC2C3C=CC(C3)C2C1,10.50102168,<rdkit.Chem.rdchem.Mol object at 0x178447450>
CC1=CC(=O)CC(C)(C)C1,120.0989933,<rdkit.Chem.rdchem.Mol object at 0x1784474c0>
CC(C)CO,1106.459216,<rdkit.Chem.rdchem.Mol object at 0x178447530>
CCC(Cl)Cl,23.01450139,<rdkit.Chem.rdchem.Mol object at 0x1784475a0>
C=CC(N)=O,159.8628014,<rdkit.Chem.rdchem.Mol object at 0x178447610>
ClC(Cl)C(Cl)Cl,56.98910762,<rdkit.Chem.rdchem.Mol object at 0x178447680>
C=C1C2CCC(C2)C1(C)C,21.99240156,<rdkit.Chem.rdchem.Mol object at 0x1784476f0>
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,12.80816719,<rdkit.Chem.rdchem.Mol object at 0x178447760>
CC1=CCC2CC1C2(C)C,40.95176804,<rdkit.Chem.rdchem.Mol object at 0x1784477d0>
c1cc2c3c(cccc3c1)CC2,0.644335912,<rdkit.Chem.rdchem.Mol object at 0x178447840>
Cc1c(Cl)cccc1[N+](=O)[O-],4.202101743,<rdkit.Chem.rdchem.Mol object at 0x1784478b0>
CCOC(=O)c1ccccc1C(=O)OCC,54.1779201,<rdkit.Chem.rdchem.Mol object at 0x178447920>
CCCCOC(=O)c1ccccc1C(=O)OCCCC,3.70318768,<rdkit.Chem.rdchem.Mol object at 0x178447990>
c1ccc2c(c1)ccc1ccccc12,0.767327225,<rdkit.Chem.rdchem.Mol object at 0x178447a00>
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,12.87392057,<rdkit.Chem.rdchem.Mol object at 0x178447a70>
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.800518488,<rdkit.Chem.rdchem.Mol object at 0x178447ae0>
Oc1c(Cl)cc(Cl)cc1Cl,1.407172529,<rdkit.Chem.rdchem.Mol object at 0x178447b50>
Cc1ccccc1[N+](=O)[O-],9.843828644,<rdkit.Chem.rdchem.Mol object at 0x178447bc0>
O=[N+]([O-])c1ccccc1Cl,34.30982536,<rdkit.Chem.rdchem.Mol object at 0x178447c30>
O=[N+]([O-])c1ccccc1O,13.16309909,<rdkit.Chem.rdchem.Mol object at 0x178447ca0>
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.24021,<rdkit.Chem.rdchem.Mol object at 0x178447d10>
O=[N+]([O-])c1cc(Cl)ccc1Cl,10.99768126,<rdkit.Chem.rdchem.Mol object at 0x178447d80>
O=Cc1ccccc1O,4.100027745,<rdkit.Chem.rdchem.Mol object at 0x178447df0>
COc1ccccc1N,12.00699186,<rdkit.Chem.rdchem.Mol object at 0x178447e60>
Clc1cccc2ccccc12,1.600100459,<rdkit.Chem.rdchem.Mol object at 0x178447ed0>
c1ccc2ncccc2c1,38.03015858,<rdkit.Chem.rdchem.Mol object at 0x178447f40>
Oc1ccc(-c2ccccc2)cc1,3.664251478,<rdkit.Chem.rdchem.Mol object at 0x17ec08040>
c1ccc2c(c1)Cc1ccccc1O2,20.30467032,<rdkit.Chem.rdchem.Mol object at 0x17ec080b0>
CC1CCCCC1O,15.94513031,<rdkit.Chem.rdchem.Mol object at 0x17ec08120>
Nc1ccccc1Cl,0.441314864,<rdkit.Chem.rdchem.Mol object at 0x17ec08190>
Cc1ccccc1N,0.519986508,<rdkit.Chem.rdchem.Mol object at 0x17ec08200>
Oc1ccccc1Cl,7.431426401,<rdkit.Chem.rdchem.Mol object at 0x17ec08270>
Nc1ccc(Cl)c(Cl)c1,0.290095921,<rdkit.Chem.rdchem.Mol object at 0x17ec082e0>
Nc1cc(Cl)ccc1Cl,2.921069042,<rdkit.Chem.rdchem.Mol object at 0x17ec08350>
Oc1cc(Cl)c(Cl)cc1Cl,2.367811624,<rdkit.Chem.rdchem.Mol object at 0x17ec083c0>
S=C1NCCN1,26.38036403,<rdkit.Chem.rdchem.Mol object at 0x17ec08430>
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0.800815273,<rdkit.Chem.rdchem.Mol object at 0x17ec084a0>
CN(C)C(=S)SC(=S)N(C)C,2.903339446,<rdkit.Chem.rdchem.Mol object at 0x17ec08510>
CC(C)c1ccccc1,24.88102887,<rdkit.Chem.rdchem.Mol object at 0x17ec08580>
O=[N+]([O-])c1ccccc1,26.99562778,<rdkit.Chem.rdchem.Mol object at 0x17ec085f0>
Cc1cccc([N+](=O)[O-])c1,11.48587393,<rdkit.Chem.rdchem.Mol object at 0x17ec08660>
CC1=CC=C(C(C)C)CC1,1.850429982,<rdkit.Chem.rdchem.Mol object at 0x17ec086d0>
Cc1ccc(C(C)C)cc1,6.498560021,<rdkit.Chem.rdchem.Mol object at 0x17ec08740>
Cc1ccc([N+](=O)[O-])cc1,11.94439742,<rdkit.Chem.rdchem.Mol object at 0x17ec087b0>
O=[N+]([O-])c1ccc(Cl)cc1,7.716467076,<rdkit.Chem.rdchem.Mol object at 0x17ec08820>
O=[N+]([O-])c1ccc(O)cc1,11.78578056,<rdkit.Chem.rdchem.Mol object at 0x17ec08890>
CCc1ccccc1,18.40606748,<rdkit.Chem.rdchem.Mol object at 0x17ec08900>
O=Cc1ccccc1,11.21494483,<rdkit.Chem.rdchem.Mol object at 0x17ec08970>
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,0.010498731,<rdkit.Chem.rdchem.Mol object at 0x17ec089e0>
c1ccc(Oc2ccccc2)cc1,0.669861275,<rdkit.Chem.rdchem.Mol object at 0x17ec08a50>
S=C(Nc1ccccc1)Nc1ccccc1,67.06946376,<rdkit.Chem.rdchem.Mol object at 0x17ec08ac0>
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,0.660549419,<rdkit.Chem.rdchem.Mol object at 0x17ec08b30>
CCNC1CCCCC1,0.441153295,<rdkit.Chem.rdchem.Mol object at 0x17ec08ba0>
NC(=S)Nc1ccccc1,58.94837228,<rdkit.Chem.rdchem.Mol object at 0x17ec08c10>
COc1ccc(N)cc1,0.329939579,<rdkit.Chem.rdchem.Mol object at 0x17ec08c80>
CCOC(=O)CC,148.6460701,<rdkit.Chem.rdchem.Mol object at 0x17ec08cf0>
CCNC(=S)NCC,192.8990096,<rdkit.Chem.rdchem.Mol object at 0x17ec08d60>
Cc1ccc(O)c(C)c1,2.098597369,<rdkit.Chem.rdchem.Mol object at 0x17ec08dd0>
Cc1ccc(C)cc1,32.28203543,<rdkit.Chem.rdchem.Mol object at 0x17ec08e40>
Nc1ccc(Cl)cc1,0.0499745,<rdkit.Chem.rdchem.Mol object at 0x17ec08eb0>
C=CC=O,0.082918835,<rdkit.Chem.rdchem.Mol object at 0x17ec08f20>
CCCS,0.059941394,<rdkit.Chem.rdchem.Mol object at 0x17ec08f90>
OCCCl,210.789914,<rdkit.Chem.rdchem.Mol object at 0x17ec09000>
C=CCN,42.51674839,<rdkit.Chem.rdchem.Mol object at 0x17ec09070>
C=CC#N,8.725038372,<rdkit.Chem.rdchem.Mol object at 0x17ec090e0>
NCCN,26.47735339,<rdkit.Chem.rdchem.Mol object at 0x17ec09150>
CCCC(=O)O,60.95721281,<rdkit.Chem.rdchem.Mol object at 0x17ec091c0>
CC(C)NC(C)C,447.8550709,<rdkit.Chem.rdchem.Mol object at 0x17ec09230>
CC1CCCC(O)C1,19.84394766,<rdkit.Chem.rdchem.Mol object at 0x17ec092a0>
Nc1cccc(Cl)c1,0.099942143,<rdkit.Chem.rdchem.Mol object at 0x17ec09310>
Cc1cccc(N)c1,0.729444704,<rdkit.Chem.rdchem.Mol object at 0x17ec09380>
CCCCNC(=S)NCCCC,33.03258537,<rdkit.Chem.rdchem.Mol object at 0x17ec093f0>
C1=CCCCC1,9.409243301,<rdkit.Chem.rdchem.Mol object at 0x17ec09460>
OCCNCCO,110.0950955,<rdkit.Chem.rdchem.Mol object at 0x17ec094d0>
ClCCOCCCl,240.0857073,<rdkit.Chem.rdchem.Mol object at 0x17ec09540>
CCCCCCCO,67.95260778,<rdkit.Chem.rdchem.Mol object at 0x17ec095b0>
CCOCCOCCO,3950.530506,<rdkit.Chem.rdchem.Mol object at 0x17ec09620>
ClCCOCOCCCl,200.9654999,<rdkit.Chem.rdchem.Mol object at 0x17ec09690>
OCCOCCOCCO,45350.61707,<rdkit.Chem.rdchem.Mol object at 0x17ec09700>
CNC(=O)Oc1ccccc1OC(C)C,1.260796259,<rdkit.Chem.rdchem.Mol object at 0x17ec09770>
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0.30443024,<rdkit.Chem.rdchem.Mol object at 0x17ec097e0>
CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2,0.090102772,<rdkit.Chem.rdchem.Mol object at 0x17ec09850>
O=[P](OC1CCCCC1)(Oc2ccccc2)Oc3ccccc3,1.017490683,<rdkit.Chem.rdchem.Mol object at 0x17ec098c0>
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,6.925481891,<rdkit.Chem.rdchem.Mol object at 0x17ec09930>
Oc1c(Br)cc(Br)cc1Br,0.041073849,<rdkit.Chem.rdchem.Mol object at 0x17ec099a0>
c1ccc2cnccc2c1,25.12627081,<rdkit.Chem.rdchem.Mol object at 0x17ec09a10>
c1ccc2[nH]ccc2c1,0.999407244,<rdkit.Chem.rdchem.Mol object at 0x17ec09a80>
Clc1ccc(Cl)c(Cl)c1,4.014551954,<rdkit.Chem.rdchem.Mol object at 0x17ec09af0>
Oc1ccc(Cl)cc1Cl,2.601283609,<rdkit.Chem.rdchem.Mol object at 0x17ec09b60>
O=C1NCCN1,5596.966504,<rdkit.Chem.rdchem.Mol object at 0x17ec09bd0>
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],35.02526159,<rdkit.Chem.rdchem.Mol object at 0x17ec09c40>
O=[N+]([O-])c1cccc(Cl)c1,22.82540055,<rdkit.Chem.rdchem.Mol object at 0x17ec09cb0>
Nc1ccc([N+](=O)[O-])cc1Cl,5.597131354,<rdkit.Chem.rdchem.Mol object at 0x17ec09d20>
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0.004896166,<rdkit.Chem.rdchem.Mol object at 0x17ec09d90>
CCCCOP(=O)(OCCCC)OCCCC,3.650796072,<rdkit.Chem.rdchem.Mol object at 0x17ec09e00>
c1cc2ccc3cccc4ccc(c1)c2c34,0.185732682,<rdkit.Chem.rdchem.Mol object at 0x17ec09e70>
COC(=O)c1ccccc1C(=O)OC,32.97649524,<rdkit.Chem.rdchem.Mol object at 0x17ec09ee0>
c1ccc2c(c1)sc1ccccc12,0.442009055,<rdkit.Chem.rdchem.Mol object at 0x17ec09f50>
CCOC(C)=O,736.2496498,<rdkit.Chem.rdchem.Mol object at 0x17ec09fc0>
O=c1cc[nH]c(=S)[nH]1,7.704037898,<rdkit.Chem.rdchem.Mol object at 0x17ec0a030>
ClCCCCl,279.8992085,<rdkit.Chem.rdchem.Mol object at 0x17ec0a0a0>
CCCCOCCCC,25.98430113,<rdkit.Chem.rdchem.Mol object at 0x17ec0a110>
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],165.0027719,<rdkit.Chem.rdchem.Mol object at 0x17ec0a180>
S=c1[nH]c2ccccc2s1,5.36408858,<rdkit.Chem.rdchem.Mol object at 0x17ec0a1f0>
COc1cccc(O)c1,41.10661742,<rdkit.Chem.rdchem.Mol object at 0x17ec0a260>
c1ccc2c(c1)-c1cccc3cccc-2c13,0.111144591,<rdkit.Chem.rdchem.Mol object at 0x17ec0a2d0>
c1ccc2nc3ccccc3cc2c1,2.298191812,<rdkit.Chem.rdchem.Mol object at 0x17ec0a340>
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,0.015286297,<rdkit.Chem.rdchem.Mol object at 0x17ec0a3b0>
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.000189947,<rdkit.Chem.rdchem.Mol object at 0x17ec0a420>
