SMILES,LC50,Structure
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.002001581,<rdkit.Chem.rdchem.Mol object at 0x17ec0a490>
O=C1CNC(=S)N1,19.81444543,<rdkit.Chem.rdchem.Mol object at 0x17ec0a500>
N#CCl,0.04341734,<rdkit.Chem.rdchem.Mol object at 0x17ec0a570>
COc1cccc(N)c1,0.280178184,<rdkit.Chem.rdchem.Mol object at 0x17ec0a5e0>
Clc1cccc(Cl)c1,7.199750303,<rdkit.Chem.rdchem.Mol object at 0x17ec0a650>
Nc1ccc(Cl)cc1Cl,0.59640575,<rdkit.Chem.rdchem.Mol object at 0x17ec0a6c0>
CN=C=S,0.279921581,<rdkit.Chem.rdchem.Mol object at 0x17ec0a730>
Cc1cccc(C)c1O,11.19254693,<rdkit.Chem.rdchem.Mol object at 0x17ec0a7a0>
CCc1ccccc1N,8.043238527,<rdkit.Chem.rdchem.Mol object at 0x17ec0a810>
CC1=CCC(=C(C)C)CC1,2.548429106,<rdkit.Chem.rdchem.Mol object at 0x17ec0a880>
CCc1ccc(N)cc1,0.090039018,<rdkit.Chem.rdchem.Mol object at 0x17ec0a8f0>
BrC=C(Br)Br,12.41136548,<rdkit.Chem.rdchem.Mol object at 0x17ec0a960>
CNC(N)=S,9.505297871,<rdkit.Chem.rdchem.Mol object at 0x17ec0a9d0>
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],0.659753173,<rdkit.Chem.rdchem.Mol object at 0x17ec0aa40>
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,5.302260363,<rdkit.Chem.rdchem.Mol object at 0x17ec0aab0>
Oc1cc(Cl)c(Cl)c(Cl)c1,0.679747076,<rdkit.Chem.rdchem.Mol object at 0x17ec0ab20>
S=C=NCc1ccccc1,0.043032634,<rdkit.Chem.rdchem.Mol object at 0x17ec0ab90>
CCNC(N)=S,13.98892537,<rdkit.Chem.rdchem.Mol object at 0x17ec0ac00>
ClCC(Cl)(Cl)Cl,23.97684062,<rdkit.Chem.rdchem.Mol object at 0x17ec0ac70>
CN(C)C(=O)N(C)C,2897.721235,<rdkit.Chem.rdchem.Mol object at 0x17ec0ace0>
Clc1cc(Cl)c(Cl)c(Cl)c1,1.589471489,<rdkit.Chem.rdchem.Mol object at 0x17ec0ad50>
CCNCC,55.99574872,<rdkit.Chem.rdchem.Mol object at 0x17ec0adc0>
CN(C)P(=O)(N(C)C)N(C)C,6673.259376,<rdkit.Chem.rdchem.Mol object at 0x17ec0ae30>
O=[N+]([O-])OCCOCCO[N+](=O)[O-],90.05789354,<rdkit.Chem.rdchem.Mol object at 0x17ec0aea0>
CCC(=O)Nc1ccc(Cl)c(Cl)c1,5.007442125,<rdkit.Chem.rdchem.Mol object at 0x17ec0af10>
CN1CCCC1=O,1.230849649,<rdkit.Chem.rdchem.Mol object at 0x17ec0af80>
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,0.570558985,<rdkit.Chem.rdchem.Mol object at 0x17ec0aff0>
CCOP(=S)(CC)Sc1ccccc1,0.002700626,<rdkit.Chem.rdchem.Mol object at 0x17ec0b060>
CCNc1nc(NCC)nc(SC)n1,50.00473335,<rdkit.Chem.rdchem.Mol object at 0x17ec0b0d0>
ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,0.240040434,<rdkit.Chem.rdchem.Mol object at 0x17ec0b140>
O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2.119519835,<rdkit.Chem.rdchem.Mol object at 0x17ec0b1b0>
O=C(O)CNCP(=O)(O)O,20.89616326,<rdkit.Chem.rdchem.Mol object at 0x17ec0b220>
CCCCNC(N)=S,18.72104115,<rdkit.Chem.rdchem.Mol object at 0x17ec0b290>
Cc1cc(Cl)ccc1O,0.289773529,<rdkit.Chem.rdchem.Mol object at 0x17ec0b300>
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.192933591,<rdkit.Chem.rdchem.Mol object at 0x17ec0b370>
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,0.42374983,<rdkit.Chem.rdchem.Mol object at 0x17ec0b3e0>
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,0.16133119,<rdkit.Chem.rdchem.Mol object at 0x17ec0b450>
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,50.68939819,<rdkit.Chem.rdchem.Mol object at 0x17ec0b4c0>
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,2.947845963,<rdkit.Chem.rdchem.Mol object at 0x17ec0b530>
S=C=NCCc1ccccc1,0.129965052,<rdkit.Chem.rdchem.Mol object at 0x17ec0b5a0>
CNC(=S)N(C)C,770.2245844,<rdkit.Chem.rdchem.Mol object at 0x17ec0b610>
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,0.14000247,<rdkit.Chem.rdchem.Mol object at 0x17ec0b680>
CCCN(CCC)C(=S)SSC(=S)N(CCC)CCC,0.229829388,<rdkit.Chem.rdchem.Mol object at 0x17ec0b6f0>
O=C(O)COc1ccc(Cl)cc1Cl,70.0569335,<rdkit.Chem.rdchem.Mol object at 0x17ec0b760>
CN(C)C(=S)N(C)C,769.7152621,<rdkit.Chem.rdchem.Mol object at 0x17ec0b7d0>
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.000999567,<rdkit.Chem.rdchem.Mol object at 0x17ec0b840>
CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.034982175,<rdkit.Chem.rdchem.Mol object at 0x17ec0b8b0>
S=C=Nc1ccc(N=C=S)cc1,0.077086705,<rdkit.Chem.rdchem.Mol object at 0x17ec0b920>
O=C(O)CN(CC(=O)O)CC(=O)O,351.0358581,<rdkit.Chem.rdchem.Mol object at 0x17ec0b990>
CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,2.459143468,<rdkit.Chem.rdchem.Mol object at 0x17ec0ba00>
N#CSCSC#N,0.073048463,<rdkit.Chem.rdchem.Mol object at 0x17ec0ba70>
COP(N)(=O)SC,0.034010995,<rdkit.Chem.rdchem.Mol object at 0x17ec0bae0>
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,0.098304196,<rdkit.Chem.rdchem.Mol object at 0x17ec0bb50>
CN(C)C(CSC(N)=O)CSC(N)=O,0.010006858,<rdkit.Chem.rdchem.Mol object at 0x17ec0bbc0>
CC1(C)C(C=C2CCCC2)C1C(=O)OCc1coc(Cc2ccccc2)c1,0.002498607,<rdkit.Chem.rdchem.Mol object at 0x17ec0bc30>
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,16.01525493,<rdkit.Chem.rdchem.Mol object at 0x17ec0bca0>
Clc1ccccc1-c1ccccc1,0.710652044,<rdkit.Chem.rdchem.Mol object at 0x17ec0bd10>
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,0.000214182,<rdkit.Chem.rdchem.Mol object at 0x17ec0bd80>
S=C1SSC2=NCCN12,0.210016063,<rdkit.Chem.rdchem.Mol object at 0x17ec0bdf0>
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,0.004480363,<rdkit.Chem.rdchem.Mol object at 0x17ec0be60>
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,13.00160262,<rdkit.Chem.rdchem.Mol object at 0x17ec0bed0>
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,152.0318092,<rdkit.Chem.rdchem.Mol object at 0x17ec0bf40>
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.000360086,<rdkit.Chem.rdchem.Mol object at 0x17ec0c040>
COc1c(O)cc(Cl)c(Cl)c1Cl,0.729426271,<rdkit.Chem.rdchem.Mol object at 0x17ec0c0b0>
CC(C)CCCCCCCCCCNCCCCCCCCCCC(C)C,0.110846494,<rdkit.Chem.rdchem.Mol object at 0x17ec0c120>
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,51.5368157,<rdkit.Chem.rdchem.Mol object at 0x17ec0c190>
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,6.52048958,<rdkit.Chem.rdchem.Mol object at 0x17ec0c200>
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,0.000599501,<rdkit.Chem.rdchem.Mol object at 0x17ec0c270>
Cc1cccc(C)c1,36.2210395,<rdkit.Chem.rdchem.Mol object at 0x17ec0c2e0>
CCOP(=O)(SC(C)CC)N1CCSC1=O,0.659781214,<rdkit.Chem.rdchem.Mol object at 0x17ec0c350>
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,0.150033517,<rdkit.Chem.rdchem.Mol object at 0x17ec0c3c0>
CC(C)OP(C)(=O)OC(C)C,267.1201086,<rdkit.Chem.rdchem.Mol object at 0x17ec0c430>
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,0.056999659,<rdkit.Chem.rdchem.Mol object at 0x17ec0c4a0>
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.198530082,<rdkit.Chem.rdchem.Mol object at 0x17ec0c510>
CCOP(=S)(OCC)OP(=S)(OCC)OCC,0.000229752,<rdkit.Chem.rdchem.Mol object at 0x17ec0c580>
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.004296809,<rdkit.Chem.rdchem.Mol object at 0x17ec0c5f0>
CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,8.293829276,<rdkit.Chem.rdchem.Mol object at 0x17ec0c660>
O=NN(c1ccccc1)c1ccccc1,7.800946003,<rdkit.Chem.rdchem.Mol object at 0x17ec0c6d0>
c1ccccc1,266.5057833,<rdkit.Chem.rdchem.Mol object at 0x17ec0c740>
O=[N+]([O-])c1cccc(Cl)c1Cl,4.532119251,<rdkit.Chem.rdchem.Mol object at 0x17ec0c7b0>
O=[N+]([O-])c1ccc(Cl)cc1Cl,4.200504252,<rdkit.Chem.rdchem.Mol object at 0x17ec0c820>
Cc1ccccc1O,15.10032746,<rdkit.Chem.rdchem.Mol object at 0x17ec0c890>
Cc1ccccc1C,17.21713599,<rdkit.Chem.rdchem.Mol object at 0x17ec0c900>
Cl/C=C/Cl,220.0406481,<rdkit.Chem.rdchem.Mol object at 0x17ec0c970>
CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,0.098115155,<rdkit.Chem.rdchem.Mol object at 0x17ec0c9e0>
Nc1ccccc1,0.359823483,<rdkit.Chem.rdchem.Mol object at 0x17ec0ca50>
Oc1ccccc1-c1ccccc1,0.709553214,<rdkit.Chem.rdchem.Mol object at 0x17ec0cac0>
NC(=O)c1c(Cl)cccc1Cl,856.641902,<rdkit.Chem.rdchem.Mol object at 0x17ec0cb30>
CCCCNC(=O)OCC#CI,0.039980231,<rdkit.Chem.rdchem.Mol object at 0x17ec0cba0>
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,0.279808698,<rdkit.Chem.rdchem.Mol object at 0x17ec0cc10>
Cc1ccc([N+](=O)[O-])cc1C,16.011683,<rdkit.Chem.rdchem.Mol object at 0x17ec0cc80>
Cc1cccc([N+](=O)[O-])c1C,4.201812641,<rdkit.Chem.rdchem.Mol object at 0x17ec0ccf0>
Brc1ccc(Oc2ccccc2)cc1,0.189833881,<rdkit.Chem.rdchem.Mol object at 0x17ec0cd60>
Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,0.001991764,<rdkit.Chem.rdchem.Mol object at 0x17ec0cdd0>
CNC(=S)NC,16.51141728,<rdkit.Chem.rdchem.Mol object at 0x17ec0ce40>
c1ccc(NNc2ccccc2)cc1,4.096227086,<rdkit.Chem.rdchem.Mol object at 0x17ec0ceb0>
O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,17.36451207,<rdkit.Chem.rdchem.Mol object at 0x17ec0cf20>
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,17.38436858,<rdkit.Chem.rdchem.Mol object at 0x17ec0cf90>
C/C=C/c1ccc(OC)cc1,0.006821004,<rdkit.Chem.rdchem.Mol object at 0x17ec0d000>
O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,0.999118898,<rdkit.Chem.rdchem.Mol object at 0x17ec0d070>
CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,0.026978596,<rdkit.Chem.rdchem.Mol object at 0x17ec0d0e0>
CC(=O)CC(C)=O,1280.916562,<rdkit.Chem.rdchem.Mol object at 0x17ec0d150>
Cc1cccc(O)c1,18.79257816,<rdkit.Chem.rdchem.Mol object at 0x17ec0d1c0>
CCCCCCCCCC,17.99466875,<rdkit.Chem.rdchem.Mol object at 0x17ec0d230>
CCOc1cc(NC(C)=O)ccc1C(=O)OC,200.0812173,<rdkit.Chem.rdchem.Mol object at 0x17ec0d2a0>
COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,1.040067928,<rdkit.Chem.rdchem.Mol object at 0x17ec0d310>
CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,4.36e-05,<rdkit.Chem.rdchem.Mol object at 0x17ec0d380>
CCNc1ccccc1,0.420175715,<rdkit.Chem.rdchem.Mol object at 0x17ec0d3f0>
Clc1ccccc1,13.01204329,<rdkit.Chem.rdchem.Mol object at 0x17ec0d460>
c1ccc2c(c1)oc1ccccc12,1.701375876,<rdkit.Chem.rdchem.Mol object at 0x17ec0d4d0>
CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.000269864,<rdkit.Chem.rdchem.Mol object at 0x17ec0d540>
COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)OC,41.89070616,<rdkit.Chem.rdchem.Mol object at 0x17ec0d5b0>
Clc1ccc(-c2ccccc2)cc1,0.420394291,<rdkit.Chem.rdchem.Mol object at 0x17ec0d620>
CNC(=O)O/N=C/C(C)(C)SC,0.582599917,<rdkit.Chem.rdchem.Mol object at 0x17ec0d690>
Cc1ccc(Cl)cc1[N+](=O)[O-],9.29965556,<rdkit.Chem.rdchem.Mol object at 0x17ec0d700>
OCC(Cl)(Cl)Cl,148.0303267,<rdkit.Chem.rdchem.Mol object at 0x17ec0d770>
Nc1ccc(Cl)c(Cl)c1Cl,0.730067061,<rdkit.Chem.rdchem.Mol object at 0x17ec0d7e0>
CCN=C=S,0.429800772,<rdkit.Chem.rdchem.Mol object at 0x17ec0d850>
CCCCN=C=S,0.429984182,<rdkit.Chem.rdchem.Mol object at 0x17ec0d8c0>
Cc1ccc2nc(C)ccc2c1,37.97345103,<rdkit.Chem.rdchem.Mol object at 0x17ec0d930>
Cc1cc(Cl)cc(Cl)c1O,0.429558717,<rdkit.Chem.rdchem.Mol object at 0x17ec0d9a0>
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,7.504145199,<rdkit.Chem.rdchem.Mol object at 0x17ec0da10>
O=C(N=C=S)c1ccccc1,1.89985368,<rdkit.Chem.rdchem.Mol object at 0x17ec0da80>
Cl/C=C/CCl,4.499926146,<rdkit.Chem.rdchem.Mol object at 0x17ec0daf0>
CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,1.357749911,<rdkit.Chem.rdchem.Mol object at 0x17ec0db60>
C=C(C)[C@H]1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,0.003697745,<rdkit.Chem.rdchem.Mol object at 0x17ec0dbd0>
C=C/C=C/CC1=C(C)C(OC(=O)C2C(/C=C(\C)C(=O)OC)C2(C)C)CC1=O,0.016987371,<rdkit.Chem.rdchem.Mol object at 0x17ec0dc40>
CC(C)c1ccc2c(c1)CCC1[C@]2(C)CCC[C@@]1(C)C(=O)O,8.27370493,<rdkit.Chem.rdchem.Mol object at 0x17ec0dcb0>
O=S1OC[C@@H]2[C@H](CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1.518754892,<rdkit.Chem.rdchem.Mol object at 0x17ec0dd20>
CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,7.55e-05,<rdkit.Chem.rdchem.Mol object at 0x17ec0dd90>
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,28.71023909,<rdkit.Chem.rdchem.Mol object at 0x17ec0de00>
CC1(C)[C@@H](/C=C(\Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.001039967,<rdkit.Chem.rdchem.Mol object at 0x17ec0de70>
N=C(N/N=C/c1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,0.074990499,<rdkit.Chem.rdchem.Mol object at 0x17ec0dee0>
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2O,2.973084161,<rdkit.Chem.rdchem.Mol object at 0x17ec0df50>
CCC(O)C(C)CO,6862.894702,<rdkit.Chem.rdchem.Mol object at 0x17ec0dfc0>
O=S1c2ccccc2-c2ccccc21,19.97994608,<rdkit.Chem.rdchem.Mol object at 0x17ec0e030>
Cc1cc(O)c(C(C)C)cc1N=Nc1ccc(S(=O)(=O)c2ccc(N=Nc3cc(C(C)C)c(O)cc3C)cc2)cc1,2.072085981,<rdkit.Chem.rdchem.Mol object at 0x17ec0e0a0>
c1ccc2sccc2c1,58.98647121,<rdkit.Chem.rdchem.Mol object at 0x17ec0e110>
BrC1CCCCC1,21.00619235,<rdkit.Chem.rdchem.Mol object at 0x17ec0e180>
c1ccc2c(c1)ccc1oc3ccccc3c12,3.999026227,<rdkit.Chem.rdchem.Mol object at 0x17ec0e1f0>
c1ccc2c(c1)ccc1sc3ccccc3c12,0.220177172,<rdkit.Chem.rdchem.Mol object at 0x17ec0e260>
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,0.640359317,<rdkit.Chem.rdchem.Mol object at 0x17ec0e2d0>
Nc1cc(Cl)c(Cl)cc1Cl,3.399088363,<rdkit.Chem.rdchem.Mol object at 0x17ec0e340>
O=S1(=O)C=Cc2ccccc21,14.0162269,<rdkit.Chem.rdchem.Mol object at 0x17ec0e3b0>
Cc1csc2ccccc12,2.599777068,<rdkit.Chem.rdchem.Mol object at 0x17ec0e420>
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,0.030018083,<rdkit.Chem.rdchem.Mol object at 0x17ec0e490>
COc1cc(Cl)c(Cl)c(Cl)c1O,0.959359545,<rdkit.Chem.rdchem.Mol object at 0x17ec0e500>
CCNC(=S)Nc1ccccc1,80.15367859,<rdkit.Chem.rdchem.Mol object at 0x17ec0e570>
O[C@@H](CS)[C@@H](O)CS,27.00013441,<rdkit.Chem.rdchem.Mol object at 0x17ec0e5e0>
CN(C(N)=S)c1ccccc1,96.33002078,<rdkit.Chem.rdchem.Mol object at 0x17ec0e650>
CN(C)C(N)=S,41.95506064,<rdkit.Chem.rdchem.Mol object at 0x17ec0e6c0>
C/C=C(\C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O,0.621948496,<rdkit.Chem.rdchem.Mol object at 0x17ec0e730>
Cc1ccc2sccc2c1,13.99381115,<rdkit.Chem.rdchem.Mol object at 0x17ec0e7a0>
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,0.589898556,<rdkit.Chem.rdchem.Mol object at 0x17ec0e810>
CSc1nc(N)nc(NC(C)(C)C)n1,10.99033969,<rdkit.Chem.rdchem.Mol object at 0x17ec0e880>
Clc1cccc(-c2ccccc2)c1,0.430186334,<rdkit.Chem.rdchem.Mol object at 0x17ec0e8f0>
